frame,view,track_id,x,y,w,h
200,View_005,4,153.7,146.0,21.9,67.1
201,View_005,17,208.4,142.4,47.9,146.9
201,View_005,20,122.6,140.7,25.6,75.1
201,View_005,4,152.6,144.2,22.5,68.9
202,View_005,17,207.7,142.1,47.8,147.5
202,View_005,20,123.1,139.8,25.8,75.6
202,View_005,4,151.3,142.7,23.2,70.6
203,View_005,17,206.4,141.6,48.2,150.4
203,View_005,20,122.8,139.8,26.4,76.8
203,View_005,4,151.4,142.4,23.8,71.6
204,View_005,17,205.0,143.7,47.8,150.9
204,View_005,20,123.1,140.1,26.3,76.4
204,View_005,4,152.3,142.2,24.4,71.7
205,View_005,17,202.7,144.9,47.7,151.7
205,View_005,20,124.1,140.7,26.2,75.9
205,View_005,4,152.9,143.2,24.8,71.2
206,View_005,17,200.7,144.2,48.2,153.1
206,View_005,20,124.2,140.7,26.1,76.2
206,View_005,4,153.7,144.1,24.9,70.8
207,View_005,17,199.3,142.5,50.0,156.7
207,View_005,20,124.6,140.6,26.1,76.3
207,View_005,4,155.2,143.3,25.4,72.1
208,View_005,17,197.7,142.8,51.4,159.0
208,View_005,20,124.5,140.5,26.3,76.4
208,View_005,4,156.6,142.1,25.7,73.3
209,View_005,17,194.9,144.3,52.5,162.0
209,View_005,20,124.8,140.6,26.6,76.7
209,View_005,4,158.9,143.2,25.3,72.4
210,View_005,17,193.1,144.5,52.8,163.6
210,View_005,20,125.3,140.9,26.8,76.2
210,View_005,4,160.6,144.2,25.0,71.8
211,View_005,17,189.5,140.8,53.1,167.3
211,View_005,20,126.4,141.5,27.2,76.0
211,View_005,4,162.4,145.9,24.7,70.9
212,View_005,17,186.4,140.9,53.1,170.1
212,View_005,20,128.5,142.1,27.6,76.9
212,View_005,4,163.2,145.6,25.1,73.1
213,View_005,17,181.8,143.0,52.9,170.1
213,View_005,20,129.9,141.7,27.8,77.5
213,View_005,4,164.0,144.9,25.0,73.5
214,View_005,17,177.0,143.9,54.0,172.8
214,View_005,20,132.5,140.5,28.3,79.0
214,View_005,4,164.3,145.1,23.7,70.1
215,View_005,17,170.8,142.9,55.1,174.9
215,View_005,20,134.9,140.5,28.4,78.9
216,View_005,17,163.8,142.6,56.6,177.6
216,View_005,20,137.1,140.6,28.2,78.0
217,View_005,17,157.0,142.2,58.2,181.1
217,View_005,20,139.0,141.3,28.0,78.1
218,View_005,17,148.7,144.6,59.0,184.3
219,View_005,17,142.7,143.8,59.0,187.4
220,View_005,17,133.4,143.7,58.3,187.8
220,View_005,4,175.1,142.1,26.4,78.6
221,View_005,17,124.6,144.0,59.8,190.8
221,View_005,4,175.7,141.5,26.9,79.6
222,View_005,17,111.6,146.2,63.0,192.0
222,View_005,4,178.3,142.9,26.2,78.7
222,View_005,20,150.3,142.9,28.5,79.2
223,View_005,17,105.3,148.0,65.5,193.1
223,View_005,4,180.4,143.9,25.8,78.1
223,View_005,20,152.3,143.0,28.8,80.0
224,View_005,17,85.9,145.9,67.0,197.5
224,View_005,4,183.1,144.4,25.6,77.7
224,View_005,20,154.1,142.4,29.5,81.9
225,View_005,17,68.2,145.0,68.4,201.7
225,View_005,4,185.3,144.3,25.5,78.1
225,View_005,20,156.0,141.8,29.7,82.5
226,View_005,17,47.9,146.7,71.7,203.3
226,View_005,4,187.3,143.1,26.2,80.1
226,View_005,20,157.7,141.8,29.9,83.1
227,View_005,17,35.3,146.3,75.3,207.5
227,View_005,4,189.4,143.3,26.7,80.4
227,View_005,20,159.8,142.5,29.5,82.3
228,View_005,17,18.2,145.7,76.2,209.9
228,View_005,4,190.4,143.9,27.0,80.5
228,View_005,20,161.6,143.5,29.2,81.0
229,View_005,17,0.0,143.1,73.1,213.1
229,View_005,4,191.8,143.4,27.4,81.5
229,View_005,20,163.3,143.9,28.8,80.8
230,View_005,17,0.0,140.6,64.8,216.3
230,View_005,4,194.4,143.1,27.7,82.0
230,View_005,20,164.6,143.8,28.7,81.4
230,View_005,42,194.8,164.2,27.6,61.5
230,View_005,43,689.7,179.1,30.3,116.5
231,View_005,17,0.0,165.0,57.5,192.3
231,View_005,4,198.2,143.1,27.4,81.6
231,View_005,20,166.2,143.4,29.1,82.7
231,View_005,43,684.6,175.4,31.6,119.8
232,View_005,4,199.7,143.5,27.4,81.9
232,View_005,20,168.0,143.0,29.3,83.4
232,View_005,43,669.2,174.3,32.6,120.5
233,View_005,4,201.4,143.9,27.1,82.1
233,View_005,20,170.8,143.9,29.6,83.8
233,View_005,43,658.6,173.8,34.2,121.6
234,View_005,4,203.3,144.2,26.8,82.1
234,View_005,20,172.9,142.7,29.9,84.5
234,View_005,43,648.6,173.7,34.8,121.5
235,View_005,4,204.5,142.5,27.3,84.4
235,View_005,20,175.0,142.5,30.1,85.4
235,View_005,43,638.5,172.1,35.7,124.0
236,View_005,4,206.4,142.8,27.2,84.4
236,View_005,20,177.8,143.8,29.6,84.2
236,View_005,43,622.4,171.8,36.7,123.4
237,View_005,4,208.9,142.8,27.0,84.4
237,View_005,20,180.6,143.5,29.2,84.0
237,View_005,43,611.0,172.9,37.8,122.4
238,View_005,4,212.5,143.5,27.6,84.4
238,View_005,20,182.2,143.1,29.0,84.4
238,View_005,43,601.4,172.6,37.9,122.3
239,View_005,4,216.7,145.8,28.2,83.0
239,View_005,20,182.7,143.3,29.3,85.3
239,View_005,43,585.8,171.7,39.3,124.1
240,View_005,4,219.3,145.4,29.1,84.1
240,View_005,20,183.7,144.2,29.3,85.6
240,View_005,43,570.2,172.7,41.0,123.5
241,View_005,4,222.0,144.7,29.9,85.5
241,View_005,20,185.3,143.4,29.4,87.5
241,View_005,43,560.8,174.1,42.3,121.7
242,View_005,4,225.7,143.5,30.2,86.7
242,View_005,20,187.2,143.0,29.6,88.3
242,View_005,43,552.0,172.3,42.7,123.3
243,View_005,4,228.0,142.9,30.1,87.0
243,View_005,20,188.7,142.6,30.3,90.0
243,View_005,43,540.5,171.2,43.0,124.7
244,View_005,4,229.5,142.3,30.3,87.5
244,View_005,20,190.9,142.9,30.3,89.0
244,View_005,43,527.6,171.7,43.7,124.1
245,View_005,4,230.4,142.5,30.3,87.7
245,View_005,20,193.2,143.0,30.7,88.8
245,View_005,43,520.6,171.7,44.4,124.5
246,View_005,4,231.5,143.3,29.9,87.1
246,View_005,20,196.0,143.6,31.2,88.9
246,View_005,43,511.5,169.9,44.4,127.2
247,View_005,4,231.8,143.8,29.8,87.7
247,View_005,20,197.6,144.6,31.3,89.0
247,View_005,43,498.8,169.5,45.0,127.8
248,View_005,4,232.7,144.3,29.9,89.3
248,View_005,20,199.4,143.8,31.8,90.4
248,View_005,43,482.7,171.6,46.3,125.8
249,View_005,4,233.3,144.4,29.7,89.9
249,View_005,20,201.6,142.8,32.2,91.7
249,View_005,43,474.4,171.3,48.0,126.3
250,View_005,4,233.9,144.4,29.7,90.3
250,View_005,20,205.4,144.2,31.6,91.0
250,View_005,43,462.8,169.5,48.2,128.3
251,View_005,4,235.8,144.8,29.7,89.5
251,View_005,20,207.5,144.3,31.1,90.1
251,View_005,43,454.1,168.8,47.9,129.8
252,View_005,4,236.1,146.2,29.1,88.0
252,View_005,20,208.5,143.9,31.2,90.6
252,View_005,43,440.8,170.5,48.3,128.7
252,View_005,47,637.3,187.9,80.7,222.4
253,View_005,4,237.5,145.6,29.5,90.0
253,View_005,20,209.3,144.4,31.3,90.8
253,View_005,43,432.9,171.2,48.3,128.5
253,View_005,47,633.3,185.0,82.0,225.9
254,View_005,4,239.6,145.5,30.0,90.9
254,View_005,20,210.7,146.6,30.5,88.9
254,View_005,43,422.0,170.4,47.9,130.4
254,View_005,47,613.4,182.0,83.3,230.1
255,View_005,4,241.8,145.6,30.0,90.6
255,View_005,20,211.2,145.6,31.1,91.2
255,View_005,43,406.3,169.7,48.8,130.8
255,View_005,47,589.5,187.0,82.8,225.7
256,View_005,4,243.5,144.9,30.3,92.7
256,View_005,20,212.5,145.0,31.7,92.6
256,View_005,43,392.7,171.2,50.5,130.0
256,View_005,47,571.5,187.5,83.7,226.5
257,View_005,4,244.9,145.2,30.1,92.7
257,View_005,20,213.9,146.7,31.3,91.5
257,View_005,43,383.5,171.3,51.8,130.6
257,View_005,47,551.5,185.7,83.9,229.0
258,View_005,4,246.5,145.4,30.2,93.8
258,View_005,20,214.9,147.2,31.3,91.1
258,View_005,43,371.8,168.8,51.5,133.8
258,View_005,47,521.1,184.9,84.8,230.4
259,View_005,4,248.1,145.2,30.1,94.4
259,View_005,20,216.7,147.8,31.0,91.1
259,View_005,43,358.1,168.2,51.8,135.0
259,View_005,47,495.9,186.6,86.4,228.6
260,View_005,4,249.4,145.7,30.1,94.6
260,View_005,20,218.4,146.7,31.5,92.9
260,View_005,43,345.5,170.7,52.0,132.9
260,View_005,47,478.7,186.4,88.0,229.2
261,View_005,4,251.5,146.6,29.8,93.7
261,View_005,20,219.5,145.3,32.4,95.5
261,View_005,43,336.4,170.5,52.3,133.3
261,View_005,47,456.6,182.2,89.0,233.9
262,View_005,4,254.0,146.5,30.6,94.9
262,View_005,20,220.5,144.3,33.4,97.8
262,View_005,43,325.0,167.6,52.2,136.9
262,View_005,47,439.3,181.2,90.0,236.4
263,View_005,4,257.4,147.7,31.0,93.9
263,View_005,20,221.4,145.0,33.5,98.0
263,View_005,43,306.0,167.8,53.0,136.9
263,View_005,47,410.8,184.6,91.0,234.0
264,View_005,4,258.0,148.2,31.7,94.4
264,View_005,20,222.8,145.8,33.1,97.1
264,View_005,43,293.3,168.7,55.0,136.7
264,View_005,47,393.3,183.1,92.2,236.3
265,View_005,4,260.2,147.9,31.7,94.1
265,View_005,20,224.4,146.5,32.7,96.5
265,View_005,43,282.2,167.0,56.3,138.9
265,View_005,47,369.1,181.8,90.3,238.4
266,View_005,4,261.8,147.6,31.7,94.5
266,View_005,20,225.0,146.5,32.8,97.6
266,View_005,43,271.4,166.9,54.7,139.5
266,View_005,47,338.7,181.9,91.3,238.8
267,View_005,20,227.0,146.1,33.1,99.6
267,View_005,43,253.6,166.3,55.5,141.7
267,View_005,47,316.9,183.9,93.8,236.6
268,View_005,20,228.2,145.5,33.1,100.3
268,View_005,43,239.7,153.3,61.5,155.9
268,View_005,47,300.6,184.4,94.3,235.3
269,View_005,43,230.4,160.0,58.1,149.7
269,View_005,47,276.9,179.5,93.1,239.5
269,View_005,4,274.2,148.5,31.3,94.3
270,View_005,43,217.2,149.2,60.4,161.5
270,View_005,47,249.4,179.4,93.2,237.7
270,View_005,4,280.9,148.3,25.9,74.8
271,View_005,43,198.2,159.7,58.6,151.2
271,View_005,47,227.5,179.5,95.2,236.2
271,View_005,4,281.1,149.2,29.9,88.0
272,View_005,43,182.6,164.7,57.8,147.1
272,View_005,47,212.1,176.0,96.3,237.8
272,View_005,4,282.9,149.0,31.6,94.2
273,View_005,43,169.6,166.0,56.1,146.8
273,View_005,47,182.3,172.8,96.2,240.3
273,View_005,4,287.2,148.9,32.2,96.7
273,View_005,20,245.8,145.2,33.2,100.2
274,View_005,43,154.8,166.5,56.1,147.7
274,View_005,47,156.5,173.9,96.5,239.1
274,View_005,4,290.0,148.5,32.3,97.5
274,View_005,20,247.9,146.0,33.9,101.9
275,View_005,47,140.2,175.7,97.6,236.8
275,View_005,4,294.1,149.0,33.3,99.2
275,View_005,20,251.6,146.5,33.8,102.5
276,View_005,47,126.4,170.4,98.9,239.8
276,View_005,4,296.7,150.4,33.4,99.1
276,View_005,20,256.0,147.4,33.9,102.6
277,View_005,47,112.1,167.2,95.1,237.0
277,View_005,4,298.6,150.4,33.6,99.6
277,View_005,20,258.5,149.3,33.9,101.9
278,View_005,47,90.2,163.6,94.7,239.0
278,View_005,4,301.7,149.9,33.9,100.6
278,View_005,20,261.3,148.6,34.2,103.3
279,View_005,47,73.7,166.5,94.2,234.0
279,View_005,4,305.7,149.3,33.8,101.0
279,View_005,20,266.2,148.2,34.0,103.7
280,View_005,47,63.8,168.1,93.9,231.2
280,View_005,4,310.5,149.6,32.9,99.7
280,View_005,20,271.3,148.2,33.8,104.2
281,View_005,47,51.0,166.1,92.9,232.0
281,View_005,4,314.1,150.4,32.2,98.8
281,View_005,20,275.8,149.3,33.7,103.2
281,View_005,52,667.2,194.5,50.9,199.4
282,View_005,47,22.9,162.8,95.2,235.4
282,View_005,4,316.0,151.0,32.7,100.6
282,View_005,20,280.1,149.9,34.3,102.9
282,View_005,52,665.8,190.3,52.3,204.6
283,View_005,47,6.3,162.6,96.1,235.5
283,View_005,4,319.8,151.5,32.9,102.1
283,View_005,20,282.9,150.0,35.0,103.8
283,View_005,52,664.9,186.4,53.8,210.4
284,View_005,47,0.0,160.5,94.9,237.4
284,View_005,4,324.9,151.2,32.7,102.3
284,View_005,20,286.0,149.4,36.0,106.1
284,View_005,52,658.7,183.2,56.5,219.3
285,View_005,47,0.0,160.7,85.5,235.6
285,View_005,4,328.2,151.9,32.7,102.6
285,View_005,20,289.5,149.6,35.8,106.2
285,View_005,52,648.6,184.2,57.7,219.7
286,View_005,47,0.0,158.1,75.4,234.1
286,View_005,4,334.4,152.5,33.6,103.1
286,View_005,20,294.4,150.3,35.7,106.3
286,View_005,52,637.9,186.2,59.1,220.7
287,View_005,47,0.0,158.4,68.0,230.7
287,View_005,4,338.3,153.2,34.4,103.5
287,View_005,20,300.0,151.4,35.6,106.2
287,View_005,52,632.0,185.4,61.0,223.4
288,View_005,47,0.0,147.6,64.5,240.8
288,View_005,4,339.7,153.0,35.2,105.8
288,View_005,20,304.8,152.4,35.7,106.4
288,View_005,52,617.6,182.7,62.2,225.8
289,View_005,47,0.0,142.1,60.8,244.2
289,View_005,4,342.2,152.5,35.6,106.6
289,View_005,20,308.8,151.4,36.0,108.1
289,View_005,52,600.9,182.6,63.8,226.5
290,View_005,47,0.0,167.2,51.4,213.5
290,View_005,4,347.5,152.3,35.3,106.7
290,View_005,20,314.1,150.4,36.5,110.8
290,View_005,52,580.0,185.6,65.9,223.6
291,View_005,47,0.0,177.0,48.9,196.8
291,View_005,4,352.2,152.1,34.8,107.0
291,View_005,20,318.6,149.5,36.9,112.7
291,View_005,52,569.4,186.8,68.4,222.6
292,View_005,47,0.0,182.9,44.5,177.9
292,View_005,4,356.3,152.6,34.3,107.5
292,View_005,20,324.2,150.2,36.7,112.3
292,View_005,52,559.1,184.9,70.0,224.1
293,View_005,4,360.3,153.8,34.6,107.5
293,View_005,20,329.2,151.7,37.3,112.4
293,View_005,52,546.7,183.2,70.8,227.0
294,View_005,4,362.8,154.7,35.0,107.7
294,View_005,20,331.7,152.7,37.5,112.5
294,View_005,52,533.0,183.2,71.9,231.2
294,View_005,53,1.9,182.0,37.7,102.2
295,View_005,4,368.0,154.1,34.3,107.6
295,View_005,20,335.4,152.5,37.8,113.7
295,View_005,52,513.0,185.6,73.0,229.3
296,View_005,4,373.5,153.7,34.2,108.1
296,View_005,20,340.6,152.9,37.2,113.5
296,View_005,52,501.4,187.2,75.3,230.0
297,View_005,4,381.5,154.7,35.6,108.9
297,View_005,20,346.4,154.9,36.8,112.9
297,View_005,52,491.7,186.7,76.1,231.1
298,View_005,4,386.8,156.1,37.0,109.1
298,View_005,20,351.7,156.5,37.0,112.2
298,View_005,52,479.0,186.0,75.2,232.2
299,View_005,4,392.6,156.3,37.0,109.1
299,View_005,20,357.3,157.0,38.5,114.2
299,View_005,52,459.1,185.2,75.5,232.8
300,View_005,4,395.9,156.0,37.3,109.6
300,View_005,20,362.1,156.7,38.8,115.6
300,View_005,52,437.1,186.9,77.8,230.8
300,View_005,55,0.0,175.0,17.4,161.3
301,View_005,4,402.7,153.5,37.3,112.7
301,View_005,20,371.6,156.5,38.4,116.3
301,View_005,52,424.8,189.0,81.0,229.7
301,View_005,55,0.9,174.4,17.5,158.3
302,View_005,4,407.9,154.7,36.8,113.0
302,View_005,20,378.7,156.0,38.7,117.9
302,View_005,52,414.7,188.8,82.9,230.5
302,View_005,55,2.7,165.8,18.5,165.1
303,View_005,20,382.3,154.7,39.2,119.7
303,View_005,52,397.4,184.0,83.2,237.2
303,View_005,55,5.4,150.6,20.5,179.1
304,View_005,52,381.0,186.2,83.2,240.1
304,View_005,55,8.1,142.7,22.2,186.8
304,View_005,4,424.5,158.8,25.1,74.0
305,View_005,52,359.8,186.9,84.8,241.3
305,View_005,55,10.5,139.5,23.6,188.7
305,View_005,4,428.7,157.1,28.8,85.7
306,View_005,52,347.4,185.6,88.1,245.7
306,View_005,55,12.1,146.8,24.0,178.9
306,View_005,4,427.4,156.1,35.9,107.8
307,View_005,52,338.2,185.4,88.7,247.0
307,View_005,55,14.2,147.3,25.1,171.8
307,View_005,4,431.5,157.1,39.6,115.0
308,View_005,52,323.5,183.6,88.1,250.0
308,View_005,55,18.0,147.7,27.7,169.6
308,View_005,4,430.8,157.2,41.3,118.5
309,View_005,52,302.7,181.9,87.5,251.6
309,View_005,55,27.3,150.4,30.3,164.9
309,View_005,4,432.1,159.8,42.2,119.2
310,View_005,52,279.5,181.8,89.4,250.5
310,View_005,55,35.7,151.3,32.9,162.1
310,View_005,4,434.6,159.5,43.5,121.2
310,View_005,57,459.0,160.6,39.9,116.4
311,View_005,52,266.8,183.5,92.1,249.9
311,View_005,55,45.6,151.0,34.0,156.4
311,View_005,4,443.5,158.8,43.6,122.9
311,View_005,57,460.2,159.2,40.8,119.3
311,View_005,53,0.0,183.9,55.2,193.2
312,View_005,52,256.1,182.2,93.8,251.6
312,View_005,55,54.2,149.0,35.5,157.4
312,View_005,57,460.4,157.6,42.1,123.1
312,View_005,53,0.0,185.8,57.5,191.5
313,View_005,52,241.8,180.8,92.4,255.0
313,View_005,55,61.5,151.5,36.4,153.6
313,View_005,57,468.3,158.7,43.1,123.8
313,View_005,53,0.0,159.1,62.2,218.1
314,View_005,52,228.0,180.0,92.1,259.2
314,View_005,55,67.3,153.0,37.1,150.1
314,View_005,57,472.1,159.3,44.4,124.7
314,View_005,53,0.0,149.5,62.9,227.4
315,View_005,52,212.7,180.5,91.7,258.3
315,View_005,55,77.0,151.3,36.4,146.9
315,View_005,57,478.2,161.3,44.6,123.7
315,View_005,53,3.5,143.6,73.7,232.7
316,View_005,52,205.3,180.8,91.2,258.3
316,View_005,55,85.8,153.3,35.9,143.5
316,View_005,57,487.3,160.3,45.2,125.6
316,View_005,53,20.5,144.0,77.7,230.9
317,View_005,52,191.9,179.9,92.7,259.1
317,View_005,55,98.1,153.3,35.8,138.8
317,View_005,57,497.6,160.7,45.4,126.6
317,View_005,53,31.7,144.5,81.2,229.2
318,View_005,52,181.9,179.2,95.1,260.4
318,View_005,55,109.8,155.5,34.6,133.7
318,View_005,57,505.9,161.7,45.8,125.4
318,View_005,53,45.7,144.7,80.8,226.9
319,View_005,52,182.1,179.0,97.0,260.8
319,View_005,57,510.8,161.7,48.1,127.6
319,View_005,53,73.0,143.6,78.5,225.6
320,View_005,52,191.5,179.6,97.1,260.4
320,View_005,57,515.6,161.6,49.8,128.6
320,View_005,53,92.0,143.8,78.6,223.2
321,View_005,52,200.6,179.5,96.7,260.4
321,View_005,57,525.8,161.4,50.6,129.1
321,View_005,53,105.3,147.5,79.5,217.1
322,View_005,52,211.3,179.7,95.3,259.1
322,View_005,57,537.4,161.4,50.5,129.2
322,View_005,53,112.9,148.4,80.5,214.5
323,View_005,52,229.3,180.6,92.6,257.2
323,View_005,57,546.9,163.1,51.4,128.0
323,View_005,53,130.2,147.1,78.0,211.3
323,View_005,55,140.6,150.8,34.5,132.8
324,View_005,52,241.3,181.3,90.5,256.3
324,View_005,57,550.9,164.5,52.9,127.5
324,View_005,53,148.6,145.9,76.9,211.8
324,View_005,55,147.6,150.0,34.0,132.0
325,View_005,52,253.1,181.0,89.4,255.7
325,View_005,57,556.5,164.3,55.1,129.8
325,View_005,53,169.4,147.1,77.8,210.3
325,View_005,55,156.8,150.2,34.1,132.3
326,View_005,52,260.1,183.6,87.3,250.9
326,View_005,57,564.7,163.9,55.8,130.3
326,View_005,53,179.9,148.8,78.4,207.1
326,View_005,55,164.4,150.9,35.7,131.8
327,View_005,52,270.0,182.2,86.5,250.1
327,View_005,57,579.8,164.1,55.4,130.6
327,View_005,53,194.5,148.2,76.1,204.0
327,View_005,55,171.8,149.8,37.7,131.6
328,View_005,52,286.3,180.6,82.8,243.7
328,View_005,57,590.7,165.8,55.4,128.6
328,View_005,53,213.5,146.9,73.0,202.1
328,View_005,55,178.4,151.3,37.3,128.5
329,View_005,52,304.2,181.1,81.2,240.0
329,View_005,57,595.9,166.3,56.3,127.9
329,View_005,53,231.1,147.0,73.0,202.3
329,View_005,55,189.5,151.0,36.7,127.7
330,View_005,52,321.7,181.5,83.2,236.3
330,View_005,57,597.9,165.5,58.7,130.7
330,View_005,53,243.2,148.8,73.8,198.8
330,View_005,55,200.6,151.6,38.3,127.3
331,View_005,52,331.5,181.8,86.1,235.5
331,View_005,57,602.5,165.8,60.0,132.0
331,View_005,53,249.4,150.2,74.3,196.3
331,View_005,55,207.7,152.6,40.3,126.7
331,View_005,62,3.9,176.1,56.9,203.1
332,View_005,52,344.4,183.8,85.4,231.9
332,View_005,57,610.5,165.7,60.1,132.1
332,View_005,53,260.6,149.1,72.8,193.9
332,View_005,55,213.2,152.6,41.0,126.8
332,View_005,62,4.3,176.5,56.9,202.2
333,View_005,52,372.1,183.4,83.1,231.9
333,View_005,57,627.4,166.4,59.2,131.6
333,View_005,53,279.1,147.3,71.7,194.8
333,View_005,55,225.5,152.0,42.6,128.6
333,View_005,62,20.1,175.1,56.1,199.3
334,View_005,52,391.3,185.0,82.6,230.1
334,View_005,57,636.3,167.8,58.7,130.4
334,View_005,53,294.8,148.5,70.9,192.9
334,View_005,55,234.6,152.7,44.3,130.4
334,View_005,62,43.1,174.5,56.8,197.5
335,View_005,52,405.8,185.8,84.6,229.3
335,View_005,57,643.3,168.8,59.9,130.9
335,View_005,53,305.7,150.1,71.5,190.6
335,View_005,55,242.0,154.6,45.6,131.7
335,View_005,62,58.5,177.4,57.6,192.1
336,View_005,52,417.0,185.1,85.1,228.7
336,View_005,57,648.5,169.3,61.6,133.2
336,View_005,53,315.0,150.3,70.6,189.3
336,View_005,55,248.3,153.8,46.4,133.8
336,View_005,62,67.8,176.8,59.0,190.4
337,View_005,52,441.2,182.9,82.2,225.4
337,View_005,57,658.5,168.8,61.2,134.5
337,View_005,53,335.5,149.3,67.1,185.9
337,View_005,55,254.2,153.4,46.4,134.9
337,View_005,62,87.0,174.5,58.6,188.7
338,View_005,52,460.8,182.2,81.4,226.9
338,View_005,57,667.5,167.3,52.5,136.1
338,View_005,53,348.7,148.6,66.3,187.2
338,View_005,55,263.0,153.7,47.4,136.6
338,View_005,62,103.4,173.5,59.1,189.2
339,View_005,52,481.9,184.1,83.0,222.3
339,View_005,57,672.6,168.0,47.4,135.4
339,View_005,53,363.1,150.5,67.2,183.8
339,View_005,55,269.3,156.2,47.5,137.3
339,View_005,62,116.8,173.9,60.0,188.6
340,View_005,52,490.7,185.0,84.9,219.8
340,View_005,57,675.5,169.5,44.5,133.8
340,View_005,53,368.0,151.8,68.2,181.7
340,View_005,55,273.5,154.4,48.8,140.4
340,View_005,62,124.5,175.0,60.4,187.0
341,View_005,52,509.1,184.4,84.8,220.3
341,View_005,57,678.4,169.4,41.6,133.8
341,View_005,53,378.7,151.5,67.5,180.6
341,View_005,55,278.7,153.3,50.7,142.5
341,View_005,62,142.1,174.8,58.1,181.1
342,View_005,52,534.7,182.8,84.1,222.6
342,View_005,53,394.7,150.1,66.1,180.0
342,View_005,55,279.4,153.5,52.4,145.1
342,View_005,62,158.4,174.0,58.0,179.1
343,View_005,52,553.0,184.2,84.4,220.5
343,View_005,53,408.7,150.8,65.1,179.5
343,View_005,55,280.3,155.1,53.5,148.2
343,View_005,62,175.0,176.1,58.6,175.3
344,View_005,52,564.8,186.2,85.4,218.1
344,View_005,53,419.1,152.4,65.5,177.6
344,View_005,55,281.5,155.0,53.7,150.2
344,View_005,62,183.2,176.0,59.2,172.8
345,View_005,52,574.2,185.3,86.5,218.8
345,View_005,53,425.7,153.2,66.1,176.8
345,View_005,55,282.1,153.8,53.7,152.2
345,View_005,62,193.2,173.7,58.9,171.1
346,View_005,52,595.8,183.5,84.4,217.8
346,View_005,53,438.7,152.8,64.0,174.6
346,View_005,55,282.3,154.0,54.5,155.4
346,View_005,62,207.8,173.0,58.8,169.4
347,View_005,52,615.7,182.8,83.1,218.6
347,View_005,53,452.9,152.1,61.8,174.0
347,View_005,55,282.0,154.9,55.2,157.1
347,View_005,62,218.5,173.6,58.7,167.9
348,View_005,52,631.0,185.6,83.2,215.7
348,View_005,53,465.6,152.3,62.3,173.9
348,View_005,55,280.5,154.3,56.3,160.5
348,View_005,62,225.3,172.6,58.4,167.8
349,View_005,52,638.6,187.6,81.4,213.6
349,View_005,53,473.9,154.9,62.6,170.5
349,View_005,55,278.9,154.1,55.9,162.0
349,View_005,62,233.6,170.9,56.4,164.5
350,View_005,52,652.4,187.9,67.6,213.1
350,View_005,53,478.2,158.0,62.4,167.3
350,View_005,55,277.8,153.1,54.7,163.1
350,View_005,62,246.7,168.9,56.3,164.3
351,View_005,53,487.4,156.4,62.5,167.2
351,View_005,55,275.8,155.4,53.0,162.3
351,View_005,62,258.7,169.1,57.6,163.2
352,View_005,53,501.7,152.6,62.6,169.6
352,View_005,62,265.2,168.3,58.3,161.7
353,View_005,53,512.9,153.5,61.5,167.8
353,View_005,62,276.5,169.2,57.4,158.9
353,View_005,66,256.3,155.4,34.1,167.7
354,View_005,53,520.9,156.7,60.9,164.5
354,View_005,62,291.0,170.8,56.8,156.6
354,View_005,66,253.8,157.3,33.9,164.6
355,View_005,53,528.7,156.6,60.4,164.2
355,View_005,62,301.8,171.3,56.6,154.6
355,View_005,66,251.4,158.8,34.8,165.4
356,View_005,53,544.1,153.3,58.9,165.3
356,View_005,62,309.8,171.4,56.4,154.0
356,View_005,66,242.6,163.4,35.1,161.9
357,View_005,53,554.2,152.2,58.0,165.6
357,View_005,62,317.4,169.7,55.4,152.3
357,View_005,66,233.5,166.9,36.2,160.5
358,View_005,53,564.9,154.8,58.1,162.0
358,View_005,62,325.3,169.0,54.9,151.7
358,View_005,66,223.8,167.0,38.4,163.1
359,View_005,53,568.6,157.9,57.7,158.1
359,View_005,62,332.3,169.5,54.6,150.4
359,View_005,66,218.6,169.3,40.7,164.0
360,View_005,53,575.7,156.7,58.3,158.6
360,View_005,62,337.4,169.0,53.8,147.8
360,View_005,66,211.5,168.4,42.5,166.1
361,View_005,53,586.1,155.4,58.2,159.4
361,View_005,62,342.8,169.2,53.4,144.7
361,View_005,66,202.5,166.1,43.7,169.2
362,View_005,53,597.9,153.7,58.9,161.0
362,View_005,62,347.4,169.7,53.2,142.6
362,View_005,66,193.2,164.8,43.7,170.2
363,View_005,53,605.5,155.4,58.5,158.9
363,View_005,62,349.5,171.4,52.3,138.8
363,View_005,66,185.0,163.5,45.2,172.1
364,View_005,53,610.9,157.1,57.8,156.7
364,View_005,62,346.9,170.8,51.8,138.6
364,View_005,66,178.2,166.9,45.6,168.9
365,View_005,53,619.1,156.6,56.8,155.9
365,View_005,62,344.9,169.1,50.6,136.5
365,View_005,66,167.4,167.0,46.1,171.9
366,View_005,53,632.4,155.0,55.7,156.5
366,View_005,62,340.5,167.4,50.5,136.2
366,View_005,66,156.2,166.3,47.0,175.0
367,View_005,53,639.4,155.5,54.6,155.2
367,View_005,62,338.2,167.8,49.8,135.2
367,View_005,66,149.4,166.3,48.7,179.9
368,View_005,53,647.2,158.3,54.5,151.7
368,View_005,62,337.5,167.4,48.7,134.4
368,View_005,66,142.9,162.9,51.6,185.8
369,View_005,53,650.4,159.1,55.1,150.9
369,View_005,62,337.5,165.6,47.5,133.8
